OpenTime,Open,High,Low,Close,Volume
1624685700000,32158.90000000,32223.32000000,32157.83000000,32174.79000000,0.36669000
1624685760000,32176.30000000,32218.90000000,32174.80000000,32180.15000000,0.32856200
1624685820000,32192.48000000,32206.75000000,32185.39000000,32185.39000000,0.29503000
1624685880000,32187.94000000,32209.50000000,32184.00000000,32192.41000000,0.23449300
1624685940000,32191.71000000,32213.23000000,32188.03000000,32209.94000000,0.20184400
1624686000000,32205.52000000,32208.86000000,32190.35000000,32204.38000000,0.18634000
1624686060000,32175.00000000,32187.02000000,32171.99000000,32187.02000000,0.26413100
1624686120000,32173.85000000,32179.19000000,32130.29000000,32131.86000000,0.15639200
1624686180000,32119.47000000,32158.11000000,32119.47000000,32152.15000000,0.32669000
1624686240000,32154.21000000,32182.24000000,31937.00000000,32166.49000000,0.23787700
1624686300000,32168.00000000,32198.96000000,32168.00000000,32190.01000000,0.32710700
1624686360000,32190.01000000,32193.44000000,32140.02000000,32140.02000000,0.15540800
1624686420000,32117.69000000,32165.58000000,32100.23000000,32165.58000000,0.37583600
1624686480000,32160.05000000,32171.67000000,32135.02000000,32136.53000000,0.25197500
1624686540000,32137.78000000,32157.57000000,32137.78000000,32155.55000000,0.15550900
1624686600000,32157.99000000,32210.89000000,32157.99000000,32205.01000000,0.40465700
1624686660000,32209.54000000,32259.00000000,32201.64000000,32259.00000000,0.41892200
1624686720000,32253.03000000,32421.00000000,32238.91000000,32299.00000000,0.44221500
1624686780000,32286.25000000,32289.11000000,32258.91000000,32260.02000000,0.10843700
1624686840000,32260.14000000,32343.92000000,32260.14000000,32343.92000000,0.42189700
1624686900000,32345.57000000,32345.57000000,32303.59000000,32309.09000000,0.15473800
1624686960000,32305.17000000,32305.17000000,32279.83000000,32280.00000000,0.18944300
1624687020000,32258.16000000,32259.66000000,32218.62000000,32218.62000000,0.12405800
1624687080000,32214.65000000,32214.65000000,32176.16000000,32209.14000000,0.32906200
1624687140000,32209.54000000,32255.75000000,32180.00000000,32180.00000000,0.72889000
1624687200000,32180.00000000,32180.00000000,32180.00000000,32180.00000000,0.79874800
1624687260000,32204.13000000,32215.31000000,32178.31000000,32209.57000000,0.31056800
1624687320000,32220.73000000,32296.77000000,32220.73000000,32296.68000000,0.51221000
1624687380000,32298.20000000,32311.72000000,32098.00000000,32292.47000000,0.31540500
1624687440000,32290.36000000,32361.56000000,32290.36000000,32352.00000000,0.49002100
1624687500000,32361.00000000,32381.01000000,32325.23000000,32353.45000000,0.33999800
1624687560000,32358.86000000,32369.32000000,32337.47000000,32362.25000000,0.38629700
1624687620000,32362.98000000,32362.98000000,32328.84000000,32331.64000000,0.20222000
1624687680000,32334.43000000,32400.01000000,32334.43000000,32400.01000000,0.37536500
1624687740000,32402.66000000,32405.47000000,32365.79000000,32405.47000000,0.40235500
1624687800000,32403.01000000,32429.29000000,32379.35000000,32379.35000000,0.25947100
1624687860000,32379.35000000,32400.00000000,32335.65000000,32335.65000000,0.30293300
1624687920000,32338.92000000,32367.07000000,32325.76000000,32342.77000000,0.27825000
